Year,Launch_Angle_(Deg),Hits,BBE,AVG,wOBA,1B,2B,3B,HR,1B_percentage,2B_percentage,3B_percentage,HR_percentage
2015,-89,0,2,0,0,0,0,0,0,0,0,0,0
2015,-87,0,1,0,0,0,0,0,0,0,0,0,0
2015,-85,0,2,0,0,0,0,0,0,0,0,0,0
2015,-83,1,6,0.167,0.15,1,0,0,0,16.7,0,0,0
2015,-82,0,3,0,0,0,0,0,0,0,0,0,0
2015,-81,1,6,0.167,0.3,1,0,0,0,16.7,0,0,0
2015,-80,0,2,0,0,0,0,0,0,0,0,0,0
2015,-79,0,7,0,0,0,0,0,0,0,0,0,0
2015,-78,0,10,0,0,0,0,0,0,0,0,0,0
2015,-77,1,6,0.167,0.15,1,0,0,0,16.7,0,0,0
2015,-76,1,12,0.083,0.075,1,0,0,0,8.3,0,0,0
2015,-75,1,4,0.25,0.45,1,0,0,0,25,0,0,0
2015,-74,2,13,0.154,0.208,2,0,0,0,15.4,0,0,0
2015,-73,1,10,0.1,0.09,1,0,0,0,10,0,0,0
2015,-72,4,18,0.222,0.2,4,0,0,0,22.2,0,0,0
2015,-71,2,10,0.2,0.18,2,0,0,0,20,0,0,0
2015,-70,4,16,0.25,0.225,4,0,0,0,25,0,0,0
2015,-69,0,13,0,0,0,0,0,0,0,0,0,0
2015,-68,3,19,0.158,0.142,3,0,0,0,15.8,0,0,0
2015,-67,6,25,0.24,0.252,6,0,0,0,24,0,0,0
2015,-66,7,30,0.233,0.24,7,0,0,0,23.3,0,0,0
2015,-65,5,33,0.152,0.136,5,0,0,0,15.2,0,0,0
2015,-64,4,36,0.111,0.1,4,0,0,0,11.1,0,0,0
2015,-63,7,26,0.269,0.256,6,1,0,0,23.1,3.8,0,0
2015,-62,8,36,0.222,0.225,8,0,0,0,22.2,0,0,0
2015,-61,4,37,0.108,0.122,4,0,0,0,10.8,0,0,0
2015,-60,11,35,0.314,0.283,11,0,0,0,31.4,0,0,0
2015,-59,7,40,0.175,0.248,7,0,0,0,17.5,0,0,0
2015,-58,5,39,0.128,0.138,5,0,0,0,12.8,0,0,0
2015,-57,7,50,0.14,0.144,7,0,0,0,14,0,0,0
2015,-56,11,59,0.186,0.259,11,0,0,0,18.6,0,0,0
2015,-55,5,57,0.088,0.079,5,0,0,0,8.8,0,0,0
2015,-54,3,55,0.055,0.082,3,0,0,0,5.5,0,0,0
2015,-53,16,73,0.219,0.234,16,0,0,0,21.9,0,0,0
2015,-52,5,69,0.072,0.143,5,0,0,0,7.2,0,0,0
2015,-51,14,75,0.187,0.209,13,1,0,0,17.3,1.3,0,0
2015,-50,9,84,0.107,0.107,9,0,0,0,10.7,0,0,0
2015,-49,18,103,0.175,0.175,18,0,0,0,17.5,0,0,0
2015,-48,7,91,0.077,0.069,7,0,0,0,7.7,0,0,0
2015,-47,20,125,0.16,0.18,20,0,0,0,16,0,0,0
2015,-46,10,114,0.088,0.111,10,0,0,0,8.8,0,0,0
2015,-45,21,147,0.143,0.159,21,0,0,0,14.3,0,0,0
2015,-44,11,144,0.076,0.084,10,1,0,0,6.9,0.7,0,0
2015,-43,12,141,0.085,0.101,11,0,1,0,7.8,0,0.7,0
2015,-42,15,159,0.094,0.115,14,1,0,0,8.8,0.6,0,0
2015,-41,22,202,0.109,0.134,22,0,0,0,10.9,0,0,0
2015,-40,16,172,0.093,0.099,16,0,0,0,9.3,0,0,0
2015,-39,16,173,0.092,0.116,15,1,0,0,8.7,0.6,0,0
2015,-38,8,213,0.038,0.051,8,0,0,0,3.8,0,0,0
2015,-37,16,229,0.07,0.092,15,1,0,0,6.6,0.4,0,0
2015,-36,16,230,0.07,0.09,16,0,0,0,7,0,0,0
2015,-35,18,235,0.077,0.106,14,4,0,0,6,1.7,0,0
2015,-34,19,285,0.067,0.081,17,2,0,0,6,0.7,0,0
2015,-33,25,308,0.081,0.085,25,0,0,0,8.1,0,0,0
2015,-32,20,332,0.06,0.079,17,3,0,0,5.1,0.9,0,0
2015,-31,26,350,0.074,0.094,25,1,0,0,7.1,0.3,0,0
2015,-30,19,391,0.049,0.063,18,1,0,0,4.6,0.3,0,0
2015,-29,28,472,0.059,0.078,26,2,0,0,5.5,0.4,0,0
2015,-28,41,465,0.088,0.099,36,5,0,0,7.7,1.1,0,0
2015,-27,40,530,0.075,0.099,39,1,0,0,7.4,0.2,0,0
2015,-26,42,522,0.08,0.102,34,8,0,0,6.5,1.5,0,0
2015,-25,48,541,0.089,0.115,43,5,0,0,7.9,0.9,0,0
2015,-24,65,633,0.103,0.116,61,4,0,0,9.6,0.6,0,0
2015,-23,55,674,0.082,0.097,50,5,0,0,7.4,0.7,0,0
2015,-22,83,712,0.117,0.132,74,9,0,0,10.4,1.3,0,0
2015,-21,77,774,0.099,0.109,75,2,0,0,9.7,0.3,0,0
2015,-20,84,761,0.11,0.129,77,7,0,0,10.1,0.9,0,0
2015,-19,110,887,0.124,0.14,102,8,0,0,11.5,0.9,0,0
2015,-18,101,950,0.106,0.12,93,8,0,0,9.8,0.8,0,0
2015,-17,119,924,0.129,0.137,117,2,0,0,12.7,0.2,0,0
2015,-16,150,999,0.15,0.17,138,11,1,0,13.8,1.1,0.1,0
2015,-15,147,1058,0.139,0.167,137,10,0,0,12.9,0.9,0,0
2015,-14,176,1127,0.156,0.174,165,10,1,0,14.6,0.9,0.1,0
2015,-13,183,1189,0.154,0.158,165,17,0,1,13.9,1.4,0,0.1
2015,-12,220,1261,0.174,0.176,206,13,1,0,16.3,1,0.1,0
2015,-11,234,1299,0.18,0.194,212,21,1,0,16.3,1.6,0.1,0
2015,-10,242,1260,0.192,0.204,217,24,1,0,17.2,1.9,0.1,0
2015,-9,282,1393,0.202,0.21,258,23,1,0,18.5,1.7,0.1,0
2015,-8,332,1457,0.228,0.238,304,25,3,0,20.9,1.7,0.2,0
2015,-7,371,1521,0.244,0.249,347,21,3,0,22.8,1.4,0.2,0
2015,-6,439,1639,0.268,0.267,406,31,2,0,24.8,1.9,0.1,0
2015,-5,462,1642,0.281,0.278,415,43,4,0,25.3,2.6,0.2,0
2015,-4,498,1665,0.299,0.301,447,50,1,0,26.8,3,0.1,0
2015,-3,504,1571,0.321,0.324,462,40,2,0,29.4,2.5,0.1,0
2015,-2,522,1559,0.335,0.334,476,42,4,0,30.5,2.7,0.3,0
2015,-1,579,1628,0.356,0.35,531,44,4,0,32.6,2.7,0.2,0
2015,0,655,1734,0.378,0.374,590,59,6,0,34,3.4,0.3,0
2015,1,713,1758,0.406,0.404,638,67,8,0,36.3,3.8,0.5,0
2015,2,771,1783,0.432,0.429,693,74,4,0,38.9,4.2,0.2,0
2015,3,847,1868,0.453,0.443,760,85,2,0,40.7,4.6,0.1,0
2015,4,880,1767,0.498,0.489,782,92,6,0,44.3,5.2,0.3,0
2015,5,962,1891,0.509,0.491,858,100,4,0,45.4,5.3,0.2,0
2015,6,924,1710,0.54,0.523,810,106,8,0,47.4,6.2,0.5,0
2015,7,1027,1871,0.549,0.526,894,128,5,0,47.8,6.8,0.3,0
2015,8,1105,1858,0.595,0.57,965,128,12,0,51.9,6.9,0.6,0
2015,9,1287,1875,0.686,0.667,1073,203,11,0,57.2,10.8,0.6,0
2015,10,1423,1915,0.743,0.723,1166,243,14,0,60.9,12.7,0.7,0
2015,11,1416,1829,0.774,0.758,1138,253,25,0,62.2,13.8,1.4,0
2015,12,1511,1880,0.804,0.795,1163,320,28,0,61.9,17,1.5,0
2015,13,1534,2002,0.766,0.766,1159,343,30,2,57.9,17.1,1.5,0.1
2015,14,1334,1864,0.716,0.725,959,334,40,1,51.4,17.9,2.1,0.1
2015,15,1262,1867,0.676,0.7,840,374,44,4,45,20,2.4,0.2
2015,16,1185,1822,0.65,0.694,711,408,52,14,39,22.4,2.9,0.8
2015,17,1112,1809,0.615,0.669,594,465,36,17,32.8,25.7,2,0.9
2015,18,1060,1889,0.561,0.642,498,460,45,57,26.4,24.4,2.4,3
2015,19,1067,1815,0.588,0.695,478,436,54,99,26.3,24,3,5.5
2015,20,974,1827,0.533,0.66,370,427,42,135,20.3,23.4,2.3,7.4
2015,21,1011,1866,0.542,0.702,353,411,48,199,18.9,22,2.6,10.7
2015,22,921,1746,0.527,0.706,315,329,43,234,18,18.8,2.5,13.4
2015,23,842,1648,0.511,0.736,215,299,36,292,13,18.1,2.2,17.7
2015,24,780,1604,0.486,0.723,197,232,30,321,12.3,14.5,1.9,20
2015,25,772,1609,0.48,0.739,175,207,32,358,10.9,12.9,2,22.2
2015,26,691,1543,0.448,0.7,152,171,22,346,9.9,11.1,1.4,22.4
2015,27,665,1575,0.422,0.689,116,143,35,371,7.4,9.1,2.2,23.6
2015,28,596,1486,0.401,0.664,107,107,29,353,7.2,7.2,2,23.8
2015,29,575,1516,0.379,0.623,113,94,32,336,7.5,6.2,2.1,22.2
2015,30,512,1453,0.352,0.584,109,65,26,312,7.5,4.5,1.8,21.5
2015,31,405,1384,0.293,0.478,101,45,15,244,7.3,3.3,1.1,17.6
2015,32,393,1292,0.304,0.499,86,57,11,239,6.7,4.4,0.9,18.5
2015,33,328,1272,0.258,0.434,65,44,9,210,5.1,3.5,0.7,16.5
2015,34,240,1213,0.198,0.323,56,29,13,142,4.6,2.4,1.1,11.7
2015,35,241,1172,0.206,0.332,64,27,9,141,5.5,2.3,0.8,12
2015,36,219,1141,0.192,0.317,54,23,7,135,4.7,2,0.6,11.8
2015,37,143,1002,0.143,0.229,38,18,3,84,3.8,1.8,0.3,8.4
2015,38,120,998,0.12,0.178,51,11,1,57,5.1,1.1,0.1,5.7
2015,39,92,934,0.099,0.147,35,10,2,45,3.7,1.1,0.2,4.8
2015,40,86,893,0.096,0.142,29,16,3,38,3.2,1.8,0.3,4.3
2015,41,80,813,0.098,0.136,34,17,1,28,4.2,2.1,0.1,3.4
2015,42,51,748,0.068,0.093,22,11,2,16,2.9,1.5,0.3,2.1
2015,43,42,726,0.058,0.08,20,9,0,13,2.8,1.2,0,1.8
2015,44,32,705,0.045,0.061,16,8,1,7,2.3,1.1,0.1,1
2015,45,32,667,0.048,0.056,23,5,0,4,3.4,0.7,0,0.6
2015,46,27,638,0.042,0.045,21,4,0,2,3.3,0.6,0,0.3
2015,47,19,567,0.034,0.039,11,7,1,0,1.9,1.2,0.2,0
2015,48,29,595,0.049,0.053,19,8,1,1,3.2,1.3,0.2,0.2
2015,49,18,492,0.037,0.04,12,3,2,1,2.4,0.6,0.4,0.2
2015,50,15,521,0.029,0.032,10,4,0,1,1.9,0.8,0,0.2
2015,51,12,469,0.026,0.027,9,3,0,0,1.9,0.6,0,0
2015,52,13,490,0.027,0.029,9,4,0,0,1.8,0.8,0,0
2015,53,10,452,0.022,0.026,5,5,0,0,1.1,1.1,0,0
2015,54,9,386,0.023,0.029,5,4,0,0,1.3,1,0,0
2015,55,6,380,0.016,0.021,4,2,0,0,1.1,0.5,0,0
2015,56,9,366,0.025,0.027,6,3,0,0,1.6,0.8,0,0
2015,57,6,362,0.017,0.017,4,2,0,0,1.1,0.6,0,0
2015,58,3,307,0.01,0.011,1,2,0,0,0.3,0.7,0,0
2015,59,2,336,0.006,0.006,1,1,0,0,0.3,0.3,0,0
2015,60,5,328,0.015,0.025,2,3,0,0,0.6,0.9,0,0
2015,61,1,265,0.004,0.007,1,0,0,0,0.4,0,0,0
2015,62,2,261,0.008,0.01,0,2,0,0,0,0.8,0,0
2015,63,3,238,0.013,0.014,1,2,0,0,0.4,0.8,0,0
2015,64,2,207,0.01,0.009,2,0,0,0,1,0,0,0
2015,65,5,191,0.026,0.024,5,0,0,0,2.6,0,0,0
2015,66,1,143,0.007,0.006,1,0,0,0,0.7,0,0,0
2015,67,0,129,0,0,0,0,0,0,0,0,0,0
2015,68,0,113,0,0.008,0,0,0,0,0,0,0,0
2015,69,0,82,0,0.011,0,0,0,0,0,0,0,0
2015,70,0,63,0,0.014,0,0,0,0,0,0,0,0
2015,71,0,41,0,0.022,0,0,0,0,0,0,0,0
2015,72,0,35,0,0,0,0,0,0,0,0,0,0
2015,73,1,14,0.071,0.064,1,0,0,0,7.1,0,0,0
2015,74,0,8,0,0,0,0,0,0,0,0,0,0
2015,75,0,3,0,0,0,0,0,0,0,0,0,0
2015,76,0,6,0,0,0,0,0,0,0,0,0,0
2015,77,0,1,0,0,0,0,0,0,0,0,0,0
2015,78,0,1,0,0,0,0,0,0,0,0,0,0
2015,79,0,1,0,0,0,0,0,0,0,0,0,0
2015,80,0,1,0,0,0,0,0,0,0,0,0,0
2016,-87,0,2,0,0.45,0,0,0,0,0,0,0,0
2016,-85,2,3,0.667,0.6,2,0,0,0,66.7,0,0,0
2016,-84,0,3,0,0,0,0,0,0,0,0,0,0
2016,-83,0,5,0,0,0,0,0,0,0,0,0,0
2016,-82,3,13,0.231,0.208,3,0,0,0,23.1,0,0,0
2016,-81,0,7,0,0,0,0,0,0,0,0,0,0
2016,-80,0,10,0,0,0,0,0,0,0,0,0,0
2016,-79,3,10,0.3,0.27,3,0,0,0,30,0,0,0
2016,-78,0,8,0,0,0,0,0,0,0,0,0,0
2016,-77,3,14,0.214,0.193,3,0,0,0,21.4,0,0,0
2016,-76,1,4,0.25,0.225,1,0,0,0,25,0,0,0
2016,-75,1,11,0.091,0.164,1,0,0,0,9.1,0,0,0
2016,-74,5,14,0.357,0.321,5,0,0,0,35.7,0,0,0
2016,-73,0,15,0,0,0,0,0,0,0,0,0,0
2016,-72,2,14,0.143,0.129,2,0,0,0,14.3,0,0,0
2016,-71,3,24,0.125,0.15,3,0,0,0,12.5,0,0,0
2016,-70,5,28,0.179,0.161,5,0,0,0,17.9,0,0,0
2016,-69,7,27,0.259,0.3,7,0,0,0,25.9,0,0,0
2016,-68,2,23,0.087,0.078,2,0,0,0,8.7,0,0,0
2016,-67,4,22,0.182,0.205,4,0,0,0,18.2,0,0,0
2016,-66,7,35,0.2,0.18,7,0,0,0,20,0,0,0
2016,-65,7,25,0.28,0.288,7,0,0,0,28,0,0,0
2016,-64,5,29,0.172,0.186,5,0,0,0,17.2,0,0,0
2016,-63,17,40,0.425,0.383,17,0,0,0,42.5,0,0,0
2016,-62,11,46,0.239,0.235,11,0,0,0,23.9,0,0,0
2016,-61,6,43,0.14,0.147,6,0,0,0,14,0,0,0
2016,-60,16,52,0.308,0.277,16,0,0,0,30.8,0,0,0
2016,-59,13,65,0.2,0.194,13,0,0,0,20,0,0,0
2016,-58,8,60,0.133,0.15,8,0,0,0,13.3,0,0,0
2016,-57,12,64,0.188,0.183,12,0,0,0,18.8,0,0,0
2016,-56,10,53,0.189,0.187,10,0,0,0,18.9,0,0,0
2016,-55,6,66,0.091,0.123,6,0,0,0,9.1,0,0,0
2016,-54,10,66,0.152,0.164,10,0,0,0,15.2,0,0,0
2016,-53,10,78,0.128,0.138,10,0,0,0,12.8,0,0,0
2016,-52,10,86,0.116,0.115,10,0,0,0,11.6,0,0,0
2016,-51,11,82,0.134,0.154,11,0,0,0,13.4,0,0,0
2016,-50,12,107,0.112,0.143,12,0,0,0,11.2,0,0,0
2016,-49,5,102,0.049,0.079,5,0,0,0,4.9,0,0,0
2016,-48,15,119,0.126,0.159,15,0,0,0,12.6,0,0,0
2016,-47,8,119,0.067,0.076,8,0,0,0,6.7,0,0,0
2016,-46,10,130,0.077,0.097,10,0,0,0,7.7,0,0,0
2016,-45,12,164,0.073,0.101,11,1,0,0,6.7,0.6,0,0
2016,-44,14,133,0.105,0.111,13,1,0,0,9.8,0.8,0,0
2016,-43,20,151,0.132,0.149,20,0,0,0,13.2,0,0,0
2016,-42,13,158,0.082,0.097,13,0,0,0,8.2,0,0,0
2016,-41,15,170,0.088,0.095,15,0,0,0,8.8,0,0,0
2016,-40,17,190,0.089,0.099,17,0,0,0,8.9,0,0,0
2016,-39,16,195,0.082,0.099,15,1,0,0,7.7,0.5,0,0
2016,-38,11,222,0.05,0.077,11,0,0,0,5,0,0,0
2016,-37,13,217,0.06,0.076,12,1,0,0,5.5,0.5,0,0
2016,-36,12,202,0.059,0.086,11,1,0,0,5.4,0.5,0,0
2016,-35,9,254,0.035,0.051,8,1,0,0,3.1,0.4,0,0
2016,-34,18,280,0.064,0.088,17,1,0,0,6.1,0.4,0,0
2016,-33,19,321,0.059,0.077,18,1,0,0,5.6,0.3,0,0
2016,-32,22,357,0.062,0.081,19,3,0,0,5.3,0.8,0,0
2016,-31,21,336,0.063,0.076,20,1,0,0,6,0.3,0,0
2016,-30,31,386,0.08,0.093,29,2,0,0,7.5,0.5,0,0
2016,-29,30,392,0.077,0.107,28,2,0,0,7.1,0.5,0,0
2016,-28,43,468,0.092,0.102,40,3,0,0,8.5,0.6,0,0
2016,-27,31,425,0.073,0.093,25,5,1,0,5.9,1.2,0.2,0
2016,-26,31,479,0.065,0.087,30,1,0,0,6.3,0.2,0,0
2016,-25,50,547,0.091,0.116,46,4,0,0,8.4,0.7,0,0
2016,-24,51,592,0.086,0.104,48,3,0,0,8.1,0.5,0,0
2016,-23,71,618,0.115,0.152,65,6,0,0,10.5,1,0,0
2016,-22,65,690,0.094,0.109,59,6,0,0,8.6,0.9,0,0
2016,-21,86,736,0.117,0.123,81,4,1,0,11,0.5,0.1,0
2016,-20,103,787,0.131,0.14,100,3,0,0,12.7,0.4,0,0
2016,-19,108,817,0.132,0.137,105,2,1,0,12.9,0.2,0.1,0
2016,-18,101,842,0.12,0.131,97,4,0,0,11.5,0.5,0,0
2016,-17,101,886,0.114,0.129,98,3,0,0,11.1,0.3,0,0
2016,-16,122,915,0.133,0.148,114,7,1,0,12.5,0.8,0.1,0
2016,-15,155,1013,0.153,0.166,142,12,1,0,14,1.2,0.1,0
2016,-14,160,1062,0.151,0.162,148,12,0,0,13.9,1.1,0,0
2016,-13,167,1079,0.155,0.174,156,10,1,0,14.5,0.9,0.1,0
2016,-12,204,1137,0.179,0.195,186,18,0,0,16.4,1.6,0,0
2016,-11,202,1186,0.17,0.181,184,17,1,0,15.5,1.4,0.1,0
2016,-10,233,1272,0.183,0.187,220,11,2,0,17.3,0.9,0.2,0
2016,-9,250,1336,0.187,0.198,229,20,1,0,17.1,1.5,0.1,0
2016,-8,295,1307,0.226,0.227,271,22,2,0,20.7,1.7,0.2,0
2016,-7,316,1471,0.215,0.221,291,23,2,0,19.8,1.6,0.1,0
2016,-6,348,1387,0.251,0.26,318,28,2,0,22.9,2,0.1,0
2016,-5,382,1450,0.263,0.275,340,41,1,0,23.4,2.8,0.1,0
2016,-4,433,1435,0.302,0.3,393,38,2,0,27.4,2.6,0.1,0
2016,-3,501,1559,0.321,0.319,460,37,4,0,29.5,2.4,0.3,0
2016,-2,509,1582,0.322,0.321,475,33,1,0,30,2.1,0.1,0
2016,-1,572,1691,0.338,0.335,508,63,1,0,30,3.7,0.1,0
2016,0,663,1752,0.378,0.374,588,70,5,0,33.6,4,0.3,0
2016,1,741,1819,0.407,0.398,682,57,2,0,37.5,3.1,0.1,0
2016,2,786,1774,0.443,0.437,704,79,3,0,39.7,4.5,0.2,0
2016,3,809,1779,0.455,0.45,736,72,1,0,41.4,4,0.1,0
2016,4,881,1818,0.485,0.474,787,91,3,0,43.3,5,0.2,0
2016,5,857,1779,0.482,0.465,768,84,5,0,43.2,4.7,0.3,0
2016,6,923,1771,0.521,0.5,828,89,6,0,46.8,5,0.3,0
2016,7,1028,1816,0.566,0.547,895,128,5,0,49.3,7,0.3,0
2016,8,1102,1883,0.585,0.56,967,124,11,0,51.4,6.6,0.6,0
2016,9,1176,1839,0.639,0.614,1007,156,13,0,54.8,8.5,0.7,0
2016,10,1310,1783,0.735,0.706,1101,198,11,0,61.7,11.1,0.6,0
2016,11,1458,1907,0.765,0.747,1187,246,25,0,62.2,12.9,1.3,0
2016,12,1488,1868,0.797,0.785,1153,311,24,0,61.7,16.6,1.3,0
2016,13,1495,1891,0.791,0.785,1133,335,27,0,59.9,17.7,1.4,0
2016,14,1431,1890,0.757,0.768,1021,367,42,1,54,19.4,2.2,0.1
2016,15,1307,1838,0.711,0.73,906,355,42,4,49.3,19.3,2.3,0.2
2016,16,1251,1895,0.66,0.698,757,447,38,9,39.9,23.6,2,0.5
2016,17,1199,1941,0.618,0.666,685,456,38,20,35.3,23.5,2,1
2016,18,1128,1897,0.595,0.668,560,480,45,43,29.5,25.3,2.4,2.3
2016,19,1068,1797,0.594,0.692,477,473,39,79,26.5,26.3,2.2,4.4
2016,20,1072,1838,0.583,0.724,398,487,37,150,21.7,26.5,2,8.2
2016,21,955,1715,0.557,0.746,307,376,34,238,17.9,21.9,2,13.9
2016,22,999,1779,0.562,0.765,319,360,46,274,17.9,20.2,2.6,15.4
2016,23,905,1747,0.518,0.739,250,312,33,310,14.3,17.9,1.9,17.7
2016,24,872,1694,0.515,0.758,239,250,36,347,14.1,14.8,2.1,20.5
2016,25,847,1649,0.514,0.806,176,210,38,423,10.7,12.7,2.3,25.7
2016,26,791,1634,0.484,0.757,182,183,26,400,11.1,11.2,1.6,24.5
2016,27,759,1644,0.462,0.755,145,142,25,447,8.8,8.6,1.5,27.2
2016,28,635,1562,0.407,0.67,122,111,22,380,7.8,7.1,1.4,24.3
2016,29,615,1520,0.405,0.675,112,95,32,376,7.4,6.3,2.1,24.7
2016,30,554,1443,0.384,0.64,110,77,20,347,7.6,5.3,1.4,24
